t	Ax	Ay	Az	wx	wy	wz	ax	ay	az	R11	R12	R13	R21	R22	R23	R31	R32	R33
0.1856	9.890	14.063	-20.787	-11.9096	-4.8043	-7.5279	-0.2197	0.7121	-0.6737	0.760	0.270	0.600	0.148	0.821	-0.562	-0.637	0.517	0.583
0.1857	8.309	13.571	-23.999	-11.9391	-4.7544	-7.5877	-0.2950	0.4991	-0.5980	0.761	0.270	0.599	0.146	0.821	-0.561	-0.637	0.516	0.584
0.1858	6.680	12.527	-27.682	-11.9615	-4.7210	-7.6111	-0.2237	0.3341	-0.2340	0.761	0.270	0.599	0.145	0.822	-0.561	-0.637	0.515	0.585
0.1859	3.876	10.832	-27.715	-11.9632	-4.6705	-7.6117	-0.0165	0.5052	-0.0067	0.761	0.271	0.598	0.144	0.822	-0.561	-0.637	0.514	0.586
0.1860	0.202	9.396	-28.369	-11.9610	-4.5954	-7.6080	0.0216	0.7501	0.0371	0.762	0.271	0.597	0.142	0.823	-0.561	-0.636	0.514	0.587
0.1861	-1.515	9.544	-30.303	-11.9788	-4.5205	-7.5954	-0.1778	0.7490	0.1256	0.762	0.272	0.597	0.141	0.823	-0.561	-0.636	0.513	0.588
0.1862	-0.271	12.151	-31.325	-11.9996	-4.4583	-7.5783	-0.2081	0.6222	0.1712	0.763	0.272	0.596	0.140	0.823	-0.560	-0.636	0.512	0.589
0.1863	0.706	16.109	-33.563	-11.9807	-4.3868	-7.6019	0.1895	0.7148	-0.2355	0.763	0.272	0.595	0.138	0.824	-0.560	-0.636	0.511	0.590
0.1864	-0.649	19.543	-35.866	-11.9202	-4.2792	-7.7114	0.6050	1.0767	-1.0957	0.763	0.273	0.594	0.137	0.824	-0.560	-0.636	0.510	0.591
0.1865	-2.512	21.164	-33.094	-11.8716	-4.1481	-7.8720	0.4856	1.3104	-1.6054	0.764	0.273	0.594	0.136	0.825	-0.560	-0.636	0.509	0.592
0.1866	-2.544	19.998	-26.557	-11.8972	-4.0418	-7.9692	-0.2560	1.0638	-0.9719	0.764	0.274	0.593	0.134	0.825	-0.559	-0.635	0.508	0.593
0.1867	-0.415	16.536	-20.566	-12.0038	-3.9774	-7.9423	-1.0658	0.6436	0.2685	0.764	0.274	0.592	0.133	0.825	-0.559	-0.635	0.508	0.594
0.1868	1.714	13.424	-15.751	-12.1234	-3.9305	-7.8619	-1.1961	0.4688	0.8042	0.765	0.274	0.592	0.132	0.826	-0.559	-0.635	0.507	0.594
0.1869	1.039	12.080	-11.816	-12.1906	-3.8925	-7.8215	-0.6721	0.3803	0.4043	0.765	0.275	0.591	0.130	0.826	-0.559	-0.635	0.506	0.595
0.1870	-1.948	10.714	-8.578	-12.2123	-3.8681	-7.8297	-0.2174	0.2434	-0.0821	0.766	0.275	0.590	0.129	0.827	-0.558	-0.635	0.505	0.596
0.1871	-3.429	9.088	-7.975	-12.2390	-3.8483	-7.8414	-0.2664	0.1985	-0.1177	0.766	0.276	0.590	0.127	0.827	-0.558	-0.635	0.504	0.597
0.1872	-1.635	9.836	-11.081	-12.2937	-3.8255	-7.8386	-0.5473	0.2279	0.0283	0.766	0.276	0.589	0.126	0.827	-0.558	-0.635	0.503	0.598
0.1873	1.267	12.549	-12.144	-12.3544	-3.7966	-7.8378	-0.6069	0.2893	0.0079	0.767	0.277	0.588	0.125	0.828	-0.557	-0.634	0.502	0.599
0.1874	2.517	13.676	-9.660	-12.4036	-3.7508	-7.8454	-0.4924	0.4578	-0.0757	0.767	0.277	0.588	0.123	0.828	-0.557	-0.634	0.501	0.600
0.1875	1.329	12.282	-9.946	-12.4491	-3.6892	-7.8598	-0.4545	0.6157	-0.1441	0.767	0.278	0.587	0.122	0.829	-0.557	-0.634	0.500	0.601
0.1876	-0.319	10.769	-11.575	-12.4896	-3.6388	-7.8854	-0.4052	0.5046	-0.2565	0.768	0.278	0.586	0.121	0.829	-0.557	-0.634	0.499	0.602
0.1877	-0.299	10.563	-8.786	-12.5072	-3.6096	-7.9138	-0.1757	0.2919	-0.2831	0.768	0.279	0.586	0.119	0.829	-0.556	-0.634	0.498	0.603
0.1878	0.246	10.070	-5.508	-12.5007	-3.5700	-7.9293	0.0650	0.3954	-0.1557	0.768	0.279	0.585	0.118	0.830	-0.556	-0.634	0.498	0.604
0.1879	-1.352	7.083	-6.328	-12.5045	-3.4988	-7.9326	-0.0386	0.7120	-0.0325	0.769	0.280	0.584	0.116	0.830	-0.556	-0.634	0.497	0.604
0.1880	-5.257	2.130	-7.713	-12.5513	-3.4174	-7.9311	-0.4675	0.8139	0.0146	0.769	0.280	0.584	0.115	0.831	-0.555	-0.633	0.496	0.605
0.1881	-8.261	-0.809	-9.609	-12.6252	-3.3559	-7.9227	-0.7396	0.6149	0.0844	0.769	0.281	0.583	0.114	0.831	-0.555	-0.633	0.495	0.606
0.1882	-7.478	0.769	-15.995	-12.6751	-3.3131	-7.9188	-0.4987	0.4287	0.0390	0.769	0.281	0.583	0.112	0.831	-0.555	-0.633	0.494	0.607
0.1883	-3.935	3.997	-22.111	-12.6654	-3.2518	-7.9696	0.0972	0.6123	-0.5080	0.770	0.281	0.582	0.111	0.832	-0.555	-0.633	0.493	0.608
0.1884	-1.508	5.710	-21.481	-12.6105	-3.1498	-8.1004	0.5493	1.0206	-1.3084	0.770	0.282	0.581	0.109	0.832	-0.554	-0.633	0.492	0.609
0.1885	-2.490	6.133	-17.476	-12.5614	-3.0449	-8.2412	0.4907	1.0489	-1.4078	0.770	0.283	0.581	0.108	0.833	-0.554	-0.633	0.491	0.610
0.1886	-4.460	5.507	-13.515	-12.5598	-2.9893	-8.3075	0.0159	0.5558	-0.6628	0.771	0.283	0.580	0.106	0.833	-0.554	-0.633	0.490	0.611
0.1887	-4.385	4.515	-9.144	-12.6154	-2.9805	-8.3128	-0.5558	0.0884	-0.0533	0.771	0.284	0.579	0.105	0.833	-0.553	-0.633	0.489	0.612
0.1888	-3.910	6.118	-9.697	-12.7057	-2.9748	-8.3181	-0.9030	0.0571	-0.0527	0.771	0.284	0.579	0.104	0.834	-0.553	-0.633	0.488	0.612
0.1889	-5.283	10.581	-17.609	-12.7821	-2.9468	-8.3319	-0.7641	0.2800	-0.1383	0.771	0.285	0.578	0.102	0.834	-0.553	-0.633	0.487	0.613
0.1890	-6.068	14.244	-22.842	-12.8209	-2.9111	-8.3202	-0.3882	0.3566	0.1174	0.772	0.285	0.577	0.101	0.835	-0.552	-0.632	0.486	0.614
0.1891	-3.446	15.945	-19.332	-12.8499	-2.8833	-8.2803	-0.2901	0.2783	0.3981	0.772	0.286	0.577	0.099	0.835	-0.552	-0.632	0.485	0.615
0.1892	0.519	17.209	-12.900	-12.8917	-2.8476	-8.2581	-0.4177	0.3562	0.2220	0.772	0.286	0.576	0.098	0.835	-0.552	-0.632	0.484	0.616
0.1893	2.278	17.507	-7.989	-12.9304	-2.7833	-8.2815	-0.3869	0.6437	-0.2336	0.773	0.287	0.575	0.096	0.836	-0.552	-0.632	0.483	0.617
0.1894	2.106	15.944	-4.738	-12.9468	-2.6946	-8.3246	-0.1640	0.8865	-0.4304	0.773	0.287	0.575	0.095	0.836	-0.551	-0.632	0.482	0.618
0.1895	2.569	13.942	-4.570	-12.9521	-2.6100	-8.3422	-0.0534	0.8461	-0.1768	0.773	0.288	0.574	0.093	0.836	-0.551	-0.632	0.481	0.619
0.1896	3.564	13.123	-7.607	-12.9682	-2.5496	-8.3198	-0.1610	0.6044	0.2242	0.773	0.289	0.574	0.092	0.837	-0.551	-0.632	0.480	0.619
0.1897	3.186	13.801	-10.177	-12.9910	-2.4994	-8.2854	-0.2274	0.5017	0.3443	0.774	0.289	0.573	0.090	0.837	-0.550	-0.632	0.479	0.620
0.1898	1.757	14.875	-8.661	-12.9956	-2.4404	-8.2712	-0.0465	0.5904	0.1418	0.774	0.290	0.572	0.089	0.838	-0.550	-0.632	0.478	0.621
0.1899	0.373	14.991	-4.516	-12.9728	-2.3837	-8.2780	0.2284	0.5668	-0.0675	0.774	0.290	0.572	0.088	0.838	-0.550	-0.632	0.477	0.622
0.1900	-1.167	15.130	-3.945	-12.9544	-2.3495	-8.2729	0.1837	0.3422	0.0501	0.774	0.291	0.571	0.086	0.838	-0.549	-0.632	0.476	0.623
0.1901	-2.319	16.734	-9.561	-12.9709	-2.3235	-8.2395	-0.1652	0.2599	0.3346	0.774	0.291	0.571	0.085	0.839	-0.549	-0.632	0.475	0.624
0.1902	-1.858	18.765	-17.959	-12.9892	-2.2688	-8.2325	-0.1826	0.5472	0.0697	0.775	0.292	0.570	0.083	0.839	-0.549	-0.631	0.474	0.624
0.1903	-1.018	20.092	-26.453	-12.9572	-2.1773	-8.3197	0.3198	0.9141	-0.8716	0.775	0.293	0.569	0.082	0.840	-0.548	-0.631	0.473	0.625
0.1904	-1.759	21.398	-32.761	-12.8888	-2.0728	-8.4753	0.6839	1.0456	-1.5561	0.775	0.293	0.569	0.080	0.840	-0.548	-0.631	0.472	0.626
0.1905	-2.288	23.131	-32.992	-12.8490	-1.9821	-8.6012	0.3975	0.9066	-1.2592	0.775	0.294	0.568	0.079	0.840	-0.548	-0.631	0.471	0.627
0.1906	-0.407	23.584	-26.379	-12.8720	-1.9312	-8.6379	-0.2298	0.5096	-0.3675	0.775	0.294	0.568	0.077	0.841	-0.547	-0.631	0.470	0.628
0.1907	1.440	20.704	-17.374	-12.9292	-1.9197	-8.6091	-0.5723	0.1151	0.2889	0.776	0.295	0.567	0.076	0.841	-0.547	-0.631	0.469	0.629
0.1908	0.333	15.380	-11.013	-12.9728	-1.9024	-8.5758	-0.4357	0.1726	0.3327	0.776	0.296	0.566	0.074	0.841	-0.547	-0.631	0.468	0.629
0.1909	-2.019	11.226	-8.644	-12.9889	-1.8544	-8.5708	-0.1610	0.4798	0.0497	0.776	0.296	0.566	0.073	0.842	-0.546	-0.631	0.467	0.630
0.1910	-2.539	10.958	-10.566	-13.0051	-1.8141	-8.5686	-0.1614	0.4029	0.0221	0.776	0.297	0.565	0.071	0.842	-0.546	-0.631	0.466	0.631
0.1911	-1.660	13.426	-15.898	-13.0451	-1.8072	-8.5379	-0.4001	0.0698	0.3075	0.776	0.298	0.565	0.070	0.842	-0.546	-0.631	0.465	0.632
0.1912	-1.490	15.608	-18.698	-13.0939	-1.8031	-8.4967	-0.4884	0.0403	0.4112	0.777	0.298	0.564	0.068	0.843	-0.545	-0.631	0.464	0.633
0.1913	-1.618	16.232	-16.842	-13.1185	-1.7733	-8.4753	-0.2456	0.2988	0.2143	0.777	0.299	0.563	0.067	0.843	-0.545	-0.631	0.463	0.634
0.1914	-0.612	15.650	-17.569	-13.1105	-1.7170	-8.4713	0.0798	0.5621	0.0401	0.777	0.300	0.563	0.065	0.843	-0.545	-0.631	0.462	0.634
0.1915	0.393	15.134	-22.646	-13.0936	-1.6458	-8.4706	0.1691	0.7126	0.0067	0.777	0.300	0.562	0.064	0.844	-0.544	-0.631	0.460	0.635
0.1916	-0.733	15.523	-25.216	-13.0880	-1.5782	-8.4738	0.0553	0.6762	-0.0321	0.777	0.301	0.562	0.062	0.844	-0.544	-0.631	0.459	0.636
0.1917	-3.626	15.019	-25.763	-13.0921	-1.5265	-8.4920	-0.0408	0.5166	-0.1815	0.777	0.301	0.561	0.061	0.844	-0.544	-0.631	0.458	0.637
0.1918	-5.754	12.244	-30.040	-13.1008	-1.4889	-8.5251	-0.0865	0.3756	-0.3316	0.778	0.302	0.561	0.059	0.845	-0.543	-0.631	0.457	0.638
0.1919	-5.563	9.595	-34.872	-13.1155	-1.4664	-8.5535	-0.1476	0.2255	-0.2834	0.778	0.303	0.560	0.058	0.845	-0.543	-0.631	0.456	0.638
0.1920	-4.301	8.888	-33.984	-13.1286	-1.4505	-8.5688	-0.1311	0.1594	-0.1535	0.778	0.303	0.560	0.057	0.846	-0.542	-0.631	0.455	0.639
0.1921	-3.470	8.413	-29.543	-13.1229	-1.4078	-8.5971	0.0571	0.4267	-0.2830	0.778	0.304	0.559	0.055	0.846	-0.542	-0.631	0.454	0.640
0.1922	-2.270	7.413	-25.714	-13.0885	-1.3196	-8.6697	0.3441	0.8822	-0.7254	0.778	0.305	0.558	0.054	0.846	-0.542	-0.631	0.453	0.641
0.1923	0.110	8.341	-22.284	-13.0251	-1.2076	-8.7816	0.6339	1.1199	-1.1195	0.778	0.305	0.558	0.052	0.847	-0.541	-0.630	0.452	0.641
0.1924	2.661	12.538	-21.519	-12.9502	-1.1059	-8.8801	0.7491	1.0170	-0.9845	0.778	0.306	0.557	0.051	0.847	-0.541	-0.630	0.451	0.642
0.1925	3.974	16.639	-25.774	-12.8960	-1.0305	-8.9190	0.5421	0.7533	-0.3898	0.778	0.307	0.557	0.049	0.847	-0.541	-0.630	0.450	0.643
0.1926	3.524	16.890	-28.724	-12.8785	-0.9794	-8.9116	0.1749	0.5111	0.0749	0.779	0.308	0.556	0.048	0.847	-0.540	-0.630	0.449	0.644
0.1927	2.324	14.973	-23.437	-12.8892	-0.9462	-8.8909	-0.1067	0.3319	0.2069	0.779	0.308	0.556	0.046	0.848	-0.540	-0.630	0.448	0.645
0.1928	1.948	15.145	-14.172	-12.9140	-0.9302	-8.8672	-0.2479	0.1601	0.2367	0.779	0.309	0.555	0.044	0.848	-0.540	-0.630	0.447	0.645
0.1929	2.229	18.723	-11.592	-12.9454	-0.9412	-8.8335	-0.3146	-0.1099	0.3367	0.779	0.310	0.555	0.043	0.848	-0.539	-0.630	0.446	0.646
0.1930	2.089	23.485	-16.969	-12.9750	-0.9730	-8.7844	-0.2960	-0.3180	0.4910	0.779	0.310	0.554	0.041	0.849	-0.539	-0.630	0.445	0.647
0.1931	2.347	26.292	-20.647	-12.9881	-0.9864	-8.7329	-0.1313	-0.1337	0.5153	0.779	0.311	0.554	0.040	0.849	-0.539	-0.630	0.443	0.648
0.1932	4.204	25.971	-18.698	-12.9778	-0.9534	-8.7011	0.1036	0.3300	0.3178	0.779	0.312	0.553	0.038	0.849	-0.538	-0.630	0.442	0.648
0.1933	6.253	23.364	-14.942	-12.9588	-0.8839	-8.6965	0.1903	0.6952	0.0456	0.779	0.312	0.552	0.037	0.850	-0.538	-0.630	0.441	0.649
0.1934	6.381	19.983	-10.430	-12.9583	-0.8057	-8.7068	0.0044	0.7819	-0.1027	0.779	0.313	0.552	0.035	0.850	-0.538	-0.630	0.440	0.650
0.1935	4.606	17.202	-7.196	-12.9784	-0.7411	-8.7111	-0.2003	0.6456	-0.0426	0.779	0.314	0.551	0.034	0.850	-0.537	-0.630	0.439	0.651
0.1936	2.622	15.020	-10.037	-12.9889	-0.6943	-8.7026	-0.1053	0.4683	0.0843	0.779	0.315	0.551	0.032	0.850	-0.537	-0.630	0.438	0.651
0.1937	1.646	12.641	-15.391	-12.9688	-0.6575	-8.7097	0.2013	0.3675	-0.0707	0.780	0.315	0.550	0.031	0.851	-0.536	-0.630	0.437	0.652
0.1938	1.160	10.830	-14.866	-12.9274	-0.6270	-8.7611	0.4137	0.3055	-0.5133	0.780	0.316	0.550	0.030	0.851	-0.536	-0.630	0.436	0.653
0.1939	0.227	11.799	-11.416	-12.8975	-0.6107	-8.8205	0.2986	0.1632	-0.5949	0.780	0.317	0.549	0.028	0.851	-0.536	-0.630	0.435	0.653
0.1940	-1.114	15.271	-13.055	-12.9021	-0.6099	-8.8270	-0.0458	0.0075	-0.0643	0.780	0.317	0.549	0.027	0.852	-0.535	-0.630	0.434	0.654
0.1941	-1.964	17.261	-15.955	-12.9187	-0.6041	-8.7989	-0.1661	0.0579	0.2804	0.780	0.318	0.548	0.025	0.852	-0.535	-0.630	0.433	0.655
0.1942	-1.499	15.789	-14.373	-12.9067	-0.5708	-8.8189	0.1203	0.3333	-0.1995	0.780	0.319	0.548	0.024	0.852	-0.535	-0.630	0.432	0.656
0.1943	-0.135	13.820	-14.853	-12.8469	-0.4988	-8.9200	0.5975	0.7197	-1.0109	0.780	0.320	0.547	0.022	0.852	-0.534	-0.630	0.430	0.656
0.1944	1.135	14.399	-21.824	-12.7408	-0.3935	-9.0420	1.0612	1.0536	-1.2204	0.780	0.320	0.547	0.020	0.853	-0.534	-0.630	0.429	0.657
0.1945	2.124	17.016	-27.200	-12.6224	-0.2903	-9.1024	1.1840	1.0321	-0.6041	0.780	0.321	0.546	0.019	0.853	-0.534	-0.630	0.428	0.658
0.1946	2.987	19.427	-26.802	-12.5538	-0.2329	-9.0873	0.6857	0.5737	0.1517	0.780	0.322	0.546	0.017	0.853	-0.533	-0.630	0.427	0.658
0.1947	3.375	20.857	-25.998	-12.5600	-0.2234	-9.0521	-0.0613	0.0951	0.3511	0.780	0.323	0.545	0.016	0.853	-0.533	-0.630	0.426	0.659
0.1948	3.342	22.468	-25.692	-12.6017	-0.2307	-9.0310	-0.4176	-0.0727	0.2116	0.780	0.323	0.545	0.014	0.854	-0.533	-0.630	0.425	0.660
0.1949	3.733	24.785	-22.664	-12.6313	-0.2376	-8.9991	-0.2958	-0.0693	0.3188	0.780	0.324	0.544	0.013	0.854	-0.532	-0.630	0.424	0.661
0.1950	4.531	26.858	-18.605	-12.6365	-0.2361	-8.9470	-0.0517	0.0146	0.5214	0.780	0.325	0.544	0.011	0.854	-0.532	-0.630	0.423	0.661
0.1951	4.748	27.677	-14.548	-12.6250	-0.2104	-8.9108	0.1152	0.2578	0.3619	0.780	0.326	0.543	0.010	0.854	-0.532	-0.630	0.422	0.662
0.1952	4.246	26.500	-8.513	-12.6032	-0.1690	-8.9087	0.2175	0.4135	0.0203	0.780	0.326	0.543	0.009	0.855	-0.531	-0.630	0.421	0.663
0.1953	4.252	23.920	-5.022	-12.5844	-0.1538	-8.9033	0.1878	0.1524	0.0544	0.780	0.327	0.542	0.007	0.855	-0.531	-0.630	0.420	0.663
0.1954	5.105	22.158	-9.775	-12.5766	-0.1742	-8.8644	0.0780	-0.2046	0.3887	0.780	0.328	0.542	0.006	0.855	-0.531	-0.630	0.419	0.664
0.1955	4.416	22.712	-17.202	-12.5636	-0.1864	-8.8286	0.1309	-0.1218	0.3579	0.780	0.329	0.541	0.004	0.855	-0.530	-0.630	0.418	0.665
0.1956	0.736	24.779	-17.956	-12.5332	-0.1577	-8.8423	0.3033	0.2866	-0.1367	0.780	0.329	0.541	0.003	0.856	-0.530	-0.630	0.417	0.665
0.1957	-2.444	25.709	-13.124	-12.4970	-0.0935	-8.8950	0.3626	0.6426	-0.5273	0.780	0.330	0.540	0.001	0.856	-0.529	-0.630	0.416	0.666
0.1958	-1.040	24.294	-13.913	-12.4684	-0.0185	-8.9398	0.2858	0.7494	-0.4472	0.780	0.331	0.540	0.000	0.856	-0.529	-0.630	0.414	0.667
0.1959	3.227	22.507	-24.549	-12.4499	0.0302	-8.9551	0.1845	0.4870	-0.1529	0.780	0.332	0.539	-0.002	0.856	-0.529	-0.630	0.413	0.667
0.1960	4.940	21.786	-34.073	-12.4357	0.0349	-8.9630	0.1418	0.0475	-0.0793	0.780	0.332	0.539	-0.003	0.857	-0.528	-0.630	0.412	0.668
0.1961	1.712	20.859	-35.276	-12.4159	0.0290	-8.9803	0.1987	-0.0593	-0.1733	0.780	0.333	0.539	-0.005	0.857	-0.528	-0.630	0.411	0.669
0.1962	-3.192	19.050	-34.361	-12.3761	0.0644	-9.0040	0.3978	0.3547	-0.2369	0.780	0.334	0.538	-0.006	0.857	-0.528	-0.630	0.410	0.669
0.1963	-4.077	19.099	-36.066	-12.3076	0.1463	-9.0383	0.6847	0.8184	-0.3430	0.780	0.335	0.538	-0.008	0.857	-0.527	-0.630	0.409	0.670
0.1964	0.223	22.905	-37.888	-12.2200	0.2351	-9.0844	0.8762	0.8879	-0.4608	0.780	0.336	0.537	-0.009	0.857	-0.527	-0.630	0.408	0.671
0.1965	4.669	26.948	-37.413	-12.1373	0.3062	-9.1285	0.8267	0.7111	-0.4411	0.780	0.336	0.537	-0.011	0.858	-0.527	-0.630	0.407	0.671
0.1966	5.863	27.059	-32.345	-12.0879	0.3578	-9.1620	0.4945	0.5164	-0.3353	0.780	0.337	0.536	-0.012	0.858	-0.526	-0.630	0.406	0.672
0.1967	6.016	24.245	-22.031	-12.0852	0.3873	-9.1801	0.0269	0.2947	-0.1809	0.780	0.338	0.536	-0.014	0.858	-0.526	-0.630	0.405	0.672
0.1968	7.157	22.397	-15.269	-12.1063	0.3963	-9.1634	-0.2108	0.0900	0.1676	0.780	0.339	0.535	-0.015	0.858	-0.526	-0.630	0.404	0.673
0.1969	7.755	22.699	-18.352	-12.1095	0.3952	-9.1123	-0.0320	-0.0108	0.5105	0.780	0.340	0.535	-0.017	0.858	-0.525	-0.630	0.403	0.674
0.1970	7.022	23.444	-20.559	-12.0915	0.3879	-9.0716	0.1794	-0.0728	0.4066	0.780	0.340	0.534	-0.018	0.858	-0.525	-0.630	0.402	0.674
0.1971	6.514	24.551	-14.536	-12.0904	0.3761	-9.0645	0.0112	-0.1187	0.0720	0.780	0.341	0.534	-0.020	0.859	-0.525	-0.630	0.401	0.675
0.1972	5.673	27.065	-11.762	-12.1152	0.3819	-9.0629	-0.2475	0.0578	0.0156	0.780	0.342	0.533	-0.021	0.859	-0.524	-0.630	0.400	0.675
0.1973	2.883	29.296	-18.332	-12.1311	0.4269	-9.0531	-0.1589	0.4508	0.0979	0.780	0.343	0.533	-0.023	0.859	-0.524	-0.630	0.399	0.676
0.1974	-0.245	28.960	-24.099	-12.1122	0.4855	-9.0589	0.1885	0.5856	-0.0577	0.780	0.344	0.533	-0.024	0.859	-0.524	-0.630	0.398	0.677
0.1975	-2.348	27.077	-25.777	-12.0588	0.5079	-9.0888	0.5340	0.2244	-0.2991	0.780	0.344	0.532	-0.026	0.859	-0.523	-0.630	0.396	0.677
0.1976	-4.018	26.405	-29.617	-11.9909	0.4905	-9.1082	0.6788	-0.1743	-0.1941	0.780	0.345	0.532	-0.027	0.859	-0.523	-0.630	0.395	0.678
0.1977	-2.856	27.915	-33.986	-11.9433	0.4728	-9.0841	0.4765	-0.1774	0.2407	0.780	0.346	0.531	-0.028	0.860	-0.523	-0.630	0.394	0.679
0.1978	3.509	29.989	-33.869	-11.9266	0.4811	-9.0393	0.1667	0.0836	0.4483	0.780	0.347	0.531	-0.030	0.860	-0.522	-0.630	0.393	0.679
0.1979	10.258	30.466	-30.719	-11.9088	0.5151	-9.0251	0.1778	0.3402	0.1416	0.780	0.348	0.530	-0.031	0.860	-0.522	-0.630	0.392	0.680
0.1980	10.983	28.827	-26.888	-11.8660	0.5614	-9.0493	0.4280	0.4623	-0.2416	0.780	0.348	0.530	-0.033	0.860	-0.522	-0.630	0.391	0.680
0.1981	7.474	26.282	-24.165	-11.8132	0.5985	-9.0740	0.5280	0.3710	-0.2467	0.779	0.349	0.529	-0.034	0.860	-0.521	-0.630	0.390	0.681
0.1982	7.020	24.861	-27.225	-11.7652	0.6112	-9.0720	0.4805	0.1268	0.0198	0.779	0.350	0.529	-0.036	0.860	-0.521	-0.630	0.389	0.681
0.1983	11.968	25.882	-36.521	-11.7046	0.6177	-9.0604	0.6056	0.0658	0.1157	0.779	0.351	0.529	-0.037	0.861	-0.521	-0.630	0.388	0.682
0.1984	16.951	28.426	-44.104	-11.6073	0.6736	-9.0808	0.9725	0.5590	-0.2039	0.779	0.352	0.528	-0.039	0.861	-0.520	-0.630	0.387	0.683
0.1985	17.056	30.198	-42.950	-11.4887	0.8023	-9.1418	1.1869	1.2861	-0.6099	0.779	0.352	0.528	-0.040	0.861	-0.520	-0.630	0.386	0.683
0.1986	13.636	30.057	-35.093	-11.4074	0.9237	-9.1967	0.8121	1.2145	-0.5491	0.779	0.353	0.527	-0.041	0.861	-0.520	-0.630	0.385	0.684
0.1987	10.941	29.010	-29.676	-11.4122	0.9341	-9.1928	-0.0476	0.1035	0.0385	0.779	0.354	0.527	-0.043	0.861	-0.520	-0.630	0.384	0.684
0.1988	10.723	28.079	-31.026	-11.4827	0.8486	-9.1358	-0.7046	-0.8550	0.5705	0.779	0.355	0.527	-0.044	0.861	-0.519	-0.630	0.383	0.685
0.1989	11.091	27.020	-33.694	-11.5442	0.7707	-9.0744	-0.6153	-0.7789	0.6139	0.779	0.356	0.526	-0.046	0.861	-0.519	-0.630	0.382	0.685
0.1990	9.865	25.724	-34.482	-11.5456	0.7654	-9.0318	-0.0139	-0.0524	0.4259	0.779	0.356	0.526	-0.047	0.861	-0.519	-0.630	0.381	0.686
0.1991	7.528	24.295	-35.177	-11.5014	0.8231	-9.0066	0.4419	0.5771	0.2526	0.779	0.357	0.525	-0.049	0.862	-0.518	-0.630	0.380	0.687
0.1992	6.430	22.822	-35.028	-11.4631	0.8773	-9.0082	0.3832	0.5411	-0.0166	0.779	0.358	0.525	-0.050	0.862	-0.518	-0.630	0.379	0.687
0.1993	7.830	21.810	-34.080	-11.4558	0.8761	-9.0392	0.0724	-0.0118	-0.3098	0.778	0.359	0.524	-0.052	0.862	-0.518	-0.630	0.378	0.688
0.1994	9.872	21.281	-34.718	-11.4517	0.8572	-9.0751	0.0417	-0.1885	-0.3594	0.778	0.360	0.524	-0.053	0.862	-0.517	-0.630	0.377	0.688
0.1995	10.162	20.147	-34.034	-11.4159	0.8800	-9.0998	0.3576	0.2278	-0.2465	0.778	0.361	0.524	-0.054	0.862	-0.517	-0.630	0.376	0.689
0.1996	9.815	17.782	-27.305	-11.3588	0.9322	-9.1271	0.5715	0.5225	-0.2730	0.778	0.361	0.523	-0.056	0.862	-0.517	-0.630	0.375	0.689
0.1997	11.069	15.710	-20.149	-11.3280	0.9697	-9.1542	0.3075	0.3747	-0.2718	0.778	0.362	0.523	-0.057	0.862	-0.516	-0.630	0.374	0.690
0.1998	12.359	15.254	-21.249	-11.3436	0.9819	-9.1464	-0.1557	0.1222	0.0790	0.778	0.363	0.522	-0.059	0.862	-0.516	-0.630	0.373	0.690
0.1999	11.088	14.627	-25.755	-11.3604	0.9791	-9.0988	-0.1684	-0.0284	0.4753	0.778	0.364	0.522	-0.060	0.862	-0.516	-0.630	0.372	0.691
0.2000	8.608	11.638	-24.942	-11.3349	0.9652	-9.0536	0.2557	-0.1394	0.4523	0.778	0.365	0.522	-0.061	0.862	-0.516	-0.630	0.371	0.691
0.2001	7.627	7.662	-23.002	-11.2816	0.9466	-9.0388	0.5328	-0.1852	0.1481	0.778	0.365	0.521	-0.063	0.863	-0.515	-0.630	0.370	0.692
0.2002	8.404	6.348	-26.164	-11.2318	0.9424	-9.0515	0.4972	-0.0427	-0.1271	0.777	0.366	0.521	-0.064	0.863	-0.515	-0.630	0.369	0.692
0.2003	9.771	9.054	-31.258	-11.1863	0.9741	-9.0980	0.4559	0.3176	-0.4651	0.777	0.367	0.520	-0.066	0.863	-0.515	-0.630	0.368	0.693
0.2004	10.069	13.167	-35.745	-11.1232	1.0404	-9.1893	0.6302	0.6630	-0.9126	0.777	0.368	0.520	-0.067	0.863	-0.514	-0.630	0.367	0.694
0.2005	8.305	15.733	-40.427	-11.0393	1.1020	-9.2899	0.8396	0.6160	-1.0065	0.777	0.369	0.520	-0.069	0.863	-0.514	-0.630	0.366	0.694
0.2006	6.296	16.996	-42.237	-10.9695	1.1214	-9.3301	0.6979	0.1940	-0.4017	0.777	0.370	0.519	-0.070	0.863	-0.514	-0.630	0.365	0.695
0.2007	5.724	18.171	-38.691	-10.9413	1.1126	-9.2964	0.2819	-0.0883	0.3369	0.777	0.370	0.519	-0.071	0.863	-0.513	-0.630	0.364	0.695
0.2008	5.214	17.924	-32.513	-10.9329	1.1144	-9.2522	0.0837	0.0180	0.4416	0.777	0.371	0.518	-0.073	0.863	-0.513	-0.630	0.363	0.696
0.2009	3.951	14.611	-25.567	-10.9115	1.1261	-9.2466	0.2140	0.1167	0.0563	0.777	0.372	0.518	-0.074	0.863	-0.513	-0.630	0.362	0.696
