t	Ax	Ay	Az	wx	wy	wz	ax	ay	az	R11	R12	R13	R21	R22	R23	R31	R32	R33
0.0643	-13.070	-48.301	-165.744	-15.7482	3.2547	2.9714	0.4641	0.7428	-0.9530	0.995	-0.027	0.096	0.013	0.990	0.142	-0.099	-0.140	0.985
0.0644	-10.039	-44.472	-164.948	-15.7002	3.3309	2.8328	0.4803	0.7616	-1.3860	0.995	-0.027	0.096	0.013	0.990	0.144	-0.099	-0.142	0.985
0.0645	-7.976	-41.950	-160.244	-15.6750	3.3563	2.7202	0.2519	0.2540	-1.1261	0.995	-0.028	0.097	0.013	0.989	0.146	-0.100	-0.144	0.985
0.0646	-9.064	-40.358	-156.333	-15.6760	3.3272	2.6822	-0.0098	-0.2905	-0.3798	0.995	-0.028	0.097	0.013	0.989	0.147	-0.100	-0.145	0.984
0.0647	-12.714	-39.840	-153.761	-15.7189	3.2846	2.7048	-0.4295	-0.4263	0.2259	0.995	-0.028	0.097	0.014	0.989	0.149	-0.100	-0.147	0.984
0.0648	-15.262	-38.940	-154.917	-15.8132	3.2580	2.7495	-0.9426	-0.2661	0.4468	0.995	-0.029	0.097	0.014	0.989	0.150	-0.101	-0.148	0.984
0.0649	-13.581	-36.923	-161.133	-15.9175	3.2369	2.7930	-1.0434	-0.2102	0.4347	0.995	-0.029	0.098	0.014	0.988	0.152	-0.101	-0.150	0.984
0.0650	-9.978	-35.645	-166.692	-15.9698	3.2066	2.8193	-0.5231	-0.3037	0.2636	0.995	-0.029	0.098	0.014	0.988	0.153	-0.101	-0.151	0.983
0.0651	-9.496	-37.149	-164.623	-15.9608	3.1828	2.8083	0.0898	-0.2380	-0.1102	0.995	-0.029	0.098	0.014	0.988	0.155	-0.102	-0.153	0.983
0.0652	-12.778	-42.062	-156.425	-15.9357	3.1832	2.7588	0.2517	0.0039	-0.4956	0.995	-0.030	0.099	0.014	0.988	0.157	-0.102	-0.154	0.983
0.0653	-15.894	-48.252	-152.143	-15.9323	3.1973	2.7210	0.0332	0.1414	-0.3775	0.995	-0.030	0.099	0.014	0.987	0.158	-0.102	-0.156	0.983
0.0654	-16.457	-50.646	-156.479	-15.9414	3.2110	2.7433	-0.0902	0.1367	0.2229	0.995	-0.030	0.099	0.014	0.987	0.160	-0.103	-0.158	0.982
0.0655	-15.734	-46.041	-163.281	-15.9308	3.2175	2.8015	0.1059	0.0649	0.5816	0.995	-0.031	0.099	0.014	0.987	0.161	-0.103	-0.159	0.982
0.0656	-15.918	-37.262	-169.162	-15.8902	3.2062	2.8429	0.4054	-0.1124	0.4148	0.995	-0.031	0.100	0.015	0.987	0.163	-0.103	-0.161	0.982
0.0657	-17.830	-30.071	-175.661	-15.8285	3.1766	2.8470	0.6177	-0.2962	0.0405	0.995	-0.031	0.100	0.015	0.986	0.165	-0.104	-0.162	0.981
0.0658	-20.095	-27.004	-179.935	-15.7674	3.1431	2.8234	0.6103	-0.3352	-0.2358	0.994	-0.032	0.100	0.015	0.986	0.166	-0.104	-0.164	0.981
0.0659	-21.884	-26.690	-178.864	-15.7322	3.1175	2.7870	0.3524	-0.2563	-0.3644	0.994	-0.032	0.100	0.015	0.986	0.168	-0.104	-0.165	0.981
0.0660	-25.037	-28.096	-175.740	-15.7128	3.1034	2.7428	0.1939	-0.1408	-0.4413	0.994	-0.032	0.101	0.015	0.986	0.169	-0.105	-0.167	0.981
0.0661	-29.527	-32.356	-174.285	-15.6695	3.1035	2.6942	0.4331	0.0014	-0.4860	0.994	-0.033	0.101	0.015	0.985	0.171	-0.105	-0.168	0.980
0.0662	-30.651	-38.464	-173.917	-15.5833	3.1261	2.6353	0.8615	0.2258	-0.5890	0.994	-0.033	0.101	0.015	0.985	0.173	-0.105	-0.170	0.980
0.0663	-25.095	-40.591	-175.928	-15.4720	3.1799	2.5553	1.1130	0.5383	-0.8005	0.994	-0.033	0.101	0.015	0.985	0.174	-0.106	-0.172	0.980
0.0664	-16.626	-36.090	-181.933	-15.3515	3.2518	2.4650	1.2051	0.7186	-0.9027	0.994	-0.034	0.102	0.015	0.984	0.176	-0.106	-0.173	0.979
0.0665	-10.990	-30.343	-185.595	-15.2261	3.2993	2.3940	1.2539	0.4746	-0.7098	0.994	-0.034	0.102	0.016	0.984	0.177	-0.106	-0.175	0.979
0.0666	-9.123	-28.987	-181.851	-15.1214	3.2901	2.3622	1.0474	-0.0917	-0.3185	0.994	-0.034	0.102	0.016	0.984	0.179	-0.107	-0.176	0.979
0.0667	-10.450	-33.416	-176.703	-15.0622	3.2388	2.3598	0.5926	-0.5128	-0.0241	0.994	-0.035	0.103	0.016	0.984	0.180	-0.107	-0.177	0.978
0.0668	-15.536	-42.084	-173.974	-15.0324	3.1860	2.3606	0.2973	-0.5282	0.0082	0.994	-0.035	0.103	0.016	0.983	0.182	-0.107	-0.179	0.978
0.0669	-21.830	-49.531	-169.260	-14.9972	3.1527	2.3459	0.3524	-0.3328	-0.1466	0.994	-0.035	0.103	0.016	0.983	0.183	-0.108	-0.180	0.978
0.0670	-25.314	-49.344	-164.055	-14.9323	3.1276	2.3132	0.6484	-0.2516	-0.3273	0.994	-0.035	0.103	0.016	0.983	0.185	-0.108	-0.182	0.977
0.0671	-26.154	-41.675	-164.338	-14.8336	3.0948	2.2823	0.9869	-0.3276	-0.3094	0.994	-0.036	0.104	0.016	0.983	0.186	-0.108	-0.183	0.977
0.0672	-25.592	-32.528	-167.483	-14.7242	3.0594	2.2774	1.0942	-0.3536	-0.0488	0.994	-0.036	0.104	0.016	0.982	0.188	-0.109	-0.185	0.977
0.0673	-23.093	-25.770	-168.505	-14.6303	3.0448	2.2797	0.9391	-0.1465	0.0229	0.994	-0.036	0.104	0.016	0.982	0.189	-0.109	-0.186	0.977
0.0674	-20.896	-22.249	-169.567	-14.5386	3.0741	2.2320	0.9175	0.2936	-0.4763	0.994	-0.037	0.104	0.016	0.982	0.191	-0.109	-0.188	0.976
0.0675	-23.142	-24.439	-172.352	-14.4172	3.1474	2.1204	1.2138	0.7324	-1.1166	0.994	-0.037	0.105	0.016	0.981	0.192	-0.110	-0.189	0.976
0.0676	-29.364	-33.270	-173.985	-14.2777	3.2312	2.0039	1.3944	0.8383	-1.1647	0.994	-0.037	0.105	0.016	0.981	0.193	-0.110	-0.190	0.976
0.0677	-33.839	-41.704	-174.742	-14.1629	3.2718	1.9397	1.1485	0.4061	-0.6423	0.994	-0.037	0.105	0.016	0.981	0.195	-0.110	-0.192	0.975
0.0678	-32.516	-41.296	-176.382	-14.0723	3.2371	1.9236	0.9063	-0.3468	-0.1609	0.994	-0.038	0.106	0.016	0.981	0.196	-0.111	-0.193	0.975
0.0679	-27.834	-33.491	-175.810	-13.9564	3.1642	1.9206	1.1582	-0.7291	-0.0300	0.994	-0.038	0.106	0.016	0.980	0.198	-0.111	-0.195	0.975
0.0680	-23.969	-26.399	-170.170	-13.7896	3.1311	1.9117	1.6682	-0.3318	-0.0884	0.994	-0.038	0.106	0.016	0.980	0.199	-0.111	-0.196	0.974
0.0681	-21.507	-23.534	-163.768	-13.6051	3.1623	1.8958	1.8451	0.3123	-0.1593	0.994	-0.038	0.106	0.016	0.980	0.200	-0.112	-0.197	0.974
0.0682	-18.717	-20.902	-164.994	-13.4455	3.2090	1.8590	1.5958	0.4676	-0.3684	0.994	-0.039	0.107	0.016	0.979	0.202	-0.112	-0.199	0.974
0.0683	-15.046	-14.858	-173.924	-13.2932	3.2420	1.7563	1.5230	0.3297	-1.0269	0.994	-0.039	0.107	0.017	0.979	0.203	-0.112	-0.200	0.973
0.0684	-12.237	-8.263	-181.033	-13.0922	3.2891	1.5682	2.0099	0.4708	-1.8810	0.993	-0.039	0.107	0.017	0.979	0.204	-0.113	-0.201	0.973
0.0685	-12.032	-5.870	-183.042	-12.8523	3.3536	1.3710	2.3998	0.6447	-1.9719	0.993	-0.039	0.107	0.017	0.979	0.206	-0.113	-0.202	0.973
0.0686	-13.987	-7.717	-183.670	-12.6591	3.3862	1.2673	1.9314	0.3266	-1.0373	0.993	-0.040	0.108	0.017	0.978	0.207	-0.114	-0.204	0.973
0.0687	-15.802	-9.249	-182.230	-12.5544	3.3581	1.2664	1.0475	-0.2812	-0.0091	0.993	-0.040	0.108	0.017	0.978	0.208	-0.114	-0.205	0.972
0.0688	-15.752	-6.924	-177.993	-12.4747	3.2956	1.2991	0.7970	-0.6248	0.3272	0.993	-0.040	0.108	0.017	0.978	0.209	-0.114	-0.206	0.972
0.0689	-14.283	-2.153	-174.288	-12.3378	3.2417	1.3063	1.3684	-0.5392	0.0726	0.993	-0.040	0.109	0.016	0.978	0.211	-0.115	-0.207	0.972
0.0690	-12.647	1.583	-170.100	-12.1318	3.2197	1.2782	2.0601	-0.2203	-0.2817	0.993	-0.040	0.109	0.016	0.977	0.212	-0.115	-0.209	0.971
0.0691	-11.790	3.545	-162.349	-11.8978	3.2252	1.2348	2.3399	0.0554	-0.4338	0.993	-0.040	0.109	0.016	0.977	0.213	-0.115	-0.210	0.971
0.0692	-12.570	6.160	-156.871	-11.6748	3.2316	1.1879	2.2300	0.0636	-0.4692	0.993	-0.041	0.109	0.016	0.977	0.214	-0.116	-0.211	0.971
0.0693	-15.169	10.322	-159.379	-11.4720	3.2250	1.1296	2.0283	-0.0657	-0.5821	0.993	-0.041	0.110	0.016	0.977	0.215	-0.116	-0.212	0.971
0.0694	-18.379	12.857	-162.386	-11.2714	3.2221	1.0595	2.0056	-0.0293	-0.7011	0.993	-0.041	0.110	0.016	0.976	0.216	-0.116	-0.213	0.970
0.0695	-20.804	11.810	-159.872	-11.0598	3.2306	0.9948	2.1169	0.0850	-0.6479	0.993	-0.041	0.110	0.016	0.976	0.218	-0.117	-0.214	0.970
0.0696	-22.052	10.218	-159.961	-10.8427	3.2377	0.9535	2.1710	0.0709	-0.4129	0.993	-0.041	0.111	0.016	0.976	0.219	-0.117	-0.215	0.970
0.0697	-21.780	11.403	-167.674	-10.6168	3.2378	0.9370	2.2584	0.0011	-0.1651	0.993	-0.042	0.111	0.016	0.976	0.220	-0.117	-0.216	0.969
0.0698	-20.721	13.686	-175.345	-10.3613	3.2377	0.9123	2.5547	-0.0008	-0.2466	0.993	-0.042	0.111	0.016	0.975	0.221	-0.118	-0.217	0.969
0.0699	-21.779	12.554	-178.301	-10.0697	3.2458	0.8385	2.9160	0.0810	-0.7383	0.993	-0.042	0.112	0.016	0.975	0.222	-0.118	-0.218	0.969
0.0700	-25.226	7.982	-178.919	-9.7695	3.2582	0.7352	3.0028	0.1238	-1.0331	0.993	-0.042	0.112	0.016	0.975	0.223	-0.118	-0.219	0.969
0.0701	-26.948	5.807	-176.997	-9.4927	3.2577	0.6656	2.7679	-0.0051	-0.6952	0.993	-0.042	0.112	0.016	0.975	0.224	-0.119	-0.220	0.968
0.0702	-25.229	9.405	-172.835	-9.2206	3.2546	0.6257	2.7205	-0.0303	-0.3993	0.993	-0.042	0.112	0.016	0.974	0.225	-0.119	-0.221	0.968
0.0703	-23.602	15.482	-170.473	-8.9006	3.2930	0.5372	3.2002	0.3835	-0.8849	0.993	-0.042	0.113	0.016	0.974	0.225	-0.119	-0.222	0.968
0.0704	-25.345	19.809	-170.245	-8.5368	3.3773	0.3701	3.6378	0.8435	-1.6715	0.993	-0.043	0.113	0.016	0.974	0.226	-0.120	-0.223	0.968
0.0705	-29.487	21.829	-170.050	-8.1957	3.4530	0.1907	3.4109	0.7569	-1.7938	0.993	-0.043	0.113	0.016	0.974	0.227	-0.120	-0.224	0.967
0.0706	-32.626	23.584	-171.879	-7.9131	3.4787	0.0849	2.8261	0.2567	-1.0577	0.993	-0.043	0.114	0.016	0.974	0.228	-0.120	-0.225	0.967
